recipe_id,ingredients
880,"[12, 1808, 3598]"
881,[12]
882,"[6, 710]"
883,[3968]
884,[4243]
885,[761]
886,[3963]
887,[4250]
888,[2196]
889,[575]
890,[2735]
891,[2738]
894,[134]
895,[3283]
896,[3436]
897,[1780]
898,[4249]
899,[351]
900,[1619]
901,[4196]
902,[230]
903,[2560]
904,[2246]
905,[2130]
906,[237]
907,[4260]
908,[1278]
909,[2157]
910,[1858]
911,[2121]
912,[3459]
913,[2164]
914,[4274]
915,[4261]
916,[3313]
917,[2139]
918,[1127]
919,[1142]
920,[4381]
921,[4245]
922,[2935]
923,[1143]
924,[4244]
925,[2653]
926,[4246]
927,[870]
928,[3507]
929,[4252]
930,[2718]
931,[3829]
932,[3985]
933,[873]
934,[4253]
935,[1623]
936,[4006]
937,[4018]
938,[4013]
939,[603]
940,[3384]
941,[1359]
942,[2358]
943,[39]
944,[921]
945,[2523]
946,[255]
947,[4254]
948,[122]
949,[1998]
1020,"[28, 585, 756, 804, 967, 1029, 1334, 1573, 1648, 2026, 2196, 2442, 2936, 3298]"
1021,"[203, 841, 1650, 1798, 2287, 2323, 2442, 2658, 3697]"
1022,"[142, 718, 889, 2282, 3460, 3531, 3551, 3649]"
1023,"[732, 873, 1025, 1334, 1334, 1648, 2129, 2454, 2457, 2457, 3149]"
1024,"[351, 1520, 1690, 2518, 2527, 3283, 3649, 4286]"
1025,"[374, 585, 638, 1038, 1071, 1108, 2282, 2722]"
1026,"[851, 1135, 1337, 1577, 1690, 1780, 2130, 2283, 2518, 2690, 3298]"
1027,"[1025, 1292, 2092, 2394, 3299]"
1028,"[35, 736, 1334, 1648, 2121, 2129, 3002, 3090]"
1029,"[203, 585, 804, 967, 1648, 2037, 2130, 2630, 3002, 3392, 3649]"
1030,"[363, 638, 802, 965, 975, 1880, 2200, 2282, 2645]"
1031,"[527, 1086, 1339, 1367, 1577, 2234, 2449]"
1032,"[12, 718, 1081, 1238, 1339, 1708, 2282, 2735, 2738, 3021, 3787]"
1033,"[872, 1882, 2454, 2457, 3550]"
1034,"[347, 632, 638, 1088, 1700, 2270, 3021, 3618]"
1035,"[117, 851, 1267, 1339, 2220, 2282, 2417, 2523, 2722, 3287]"
1036,"[736, 1484, 2358, 2442, 3231, 3799]"
1037,"[35, 386, 638, 980, 1288, 2108, 2630, 3041, 3063, 3697]"
1038,"[585, 729, 804, 1002, 1690, 2130, 2196, 2288, 2577, 3002]"
1039,"[585, 738, 802, 2130, 2194, 2788, 3021, 3640]"
1040,"[338, 889, 1025, 1360, 1648, 1696, 2287, 2417, 2523, 3538, 4289]"
1041,"[889, 1573, 1648, 1860, 2125, 2220, 2855, 3021, 3528, 3704]"
1042,"[967, 1087, 1225, 1708, 2282, 2527, 3480]"
1043,"[12, 570, 911, 985, 1339, 2196, 2287, 2305, 2341, 2528, 3304, 3460]"
1044,"[493, 841, 1267, 1650, 2442, 2518, 3063, 3148, 3271]"
1045,"[492, 804, 1577, 1648, 2537, 2658]"
1046,"[142, 638, 1339, 3021, 3480, 4298]"
1047,"[585, 851, 1616, 1684, 1696, 2130, 2196, 2788]"
1048,"[117, 282, 802, 889, 1690, 3436, 3618, 3649, 3649, 3704]"
1049,"[781, 1842, 2523, 2537, 3058, 3528]"
1050,"[585, 889, 2282, 2642, 3021, 3147, 3283, 3618, 3649]"
1051,"[203, 219, 580, 585, 804, 1648, 2019, 2130, 3021, 3460, 3480]"
1052,"[282, 363, 1222, 1292, 1339, 1573, 1648, 2459, 3021, 3480]"
1053,"[804, 1086, 2282, 2442, 2523, 2537, 3334, 3497, 3649]"
1054,"[718, 1215, 1339, 1351, 2220, 2270, 2902]"
1055,"[1199, 1685, 1780, 2428, 2788, 3021, 3372, 3618]"
1057,"[219, 580, 585, 632, 638, 1648, 2902, 3021, 3240, 3618]"
1058,"[718, 889, 1443, 2019, 2196, 3649]"
1059,"[59, 1339, 2196, 3021, 3063]"
1060,"[49, 1292, 1507, 1840, 2158, 2442, 2523, 3148]"
1061,"[585, 1882, 2253, 2282, 2454, 2457, 3021, 3550]"
1062,"[505, 802, 851, 2196, 2200, 3021, 3119, 4226]"
1063,"[879, 2121, 3550]"
1064,"[580, 585, 851, 889, 2220, 2282, 2286, 2417, 3021, 3531, 3697]"
1065,"[282, 351, 841, 889, 1147, 1333, 1334, 2129, 2277, 2288, 2394, 3618]"
1067,"[638, 1029, 1339, 2282, 2288, 2402, 3021, 4298]"
1068,"[35, 219, 851, 889, 1367, 1577, 2417, 2523, 2630, 3021, 3287, 3531, 3704]"
1069,"[282, 862, 1022, 1547, 1945, 2129, 2158, 3618]"
1070,"[638, 1538, 1722, 2902, 3021, 4298]"
1071,"[290, 1690, 1780, 2129, 3618]"
1072,"[1178, 2135, 2417, 2738, 3059, 3538, 3697]"
1073,"[122, 632, 678, 766, 1356, 1648, 3063, 3384]"
1074,"[1098, 1339, 1577, 2260, 2287, 3021, 3550, 3704]"
1075,"[585, 1443, 1648, 1714, 3021, 3550, 3704]"
1076,"[308, 852, 1352, 1813, 2062, 2074, 2394, 3480]"
1077,"[297, 841, 1339, 1708, 2282, 3021, 3787]"
1078,"[97, 841, 1106, 1339, 2442, 3021, 3142, 3704]"
1079,"[282, 841, 1509, 3618]"
1080,"[203, 802, 1573, 2282, 2728, 3153, 3618, 4219]"
1081,"[585, 718, 1648, 1714, 3550, 3704]"
1082,"[35, 804, 1032, 1339, 1648, 2019, 2196, 2398]"
1083,"[310, 1860, 2538, 3533]"
1084,"[97, 363, 638, 3037, 3116, 3239, 3383]"
1085,"[35, 802, 805, 1106, 1339, 1507, 1577, 2130, 3283]"
1086,"[282, 638, 718, 1086, 1339, 1351, 2518, 2902, 3021, 3618]"
1087,"[6, 363, 851, 1147, 1267, 1360, 1798, 2282, 2523, 3021]"
1088,"[585, 718, 1339, 1360, 1803, 2260, 2282, 3021, 3487]"
1089,"[219, 1485, 2121, 2288, 2542, 3021, 4298]"
1090,"[585, 851, 1684, 2130, 2428, 3640, 4289]"
1091,"[390, 889, 1577, 1690, 3283, 3618, 3649]"
1092,"[219, 585, 638, 1086, 1648, 2287, 3021, 3190, 3772]"
1093,"[363, 1025, 1106, 1129, 1267, 2523, 2746, 3704]"
1094,"[718, 1339, 1705, 1707, 1708, 2127, 2282, 3025, 3618]"
1095,"[219, 1579, 1708, 1903, 2282, 2432, 3392, 3787]"
1096,"[12, 851, 1098, 1108, 1173, 1339, 2270, 2282, 2523, 2523, 3021, 3480, 3618]"
1097,"[203, 219, 718, 851, 1323, 1577, 1648, 2058, 2306]"
1098,"[110, 196, 219, 285, 782, 1108, 1267, 1573, 2220, 2282, 2727, 3334]"
1099,"[528, 1354, 1420, 1445, 2442, 3240, 3820, 4286]"
1100,"[304, 766, 2282, 2738, 3063, 4289]"
1101,"[28, 1339, 2436, 3153, 3650]"
1102,"[282, 420, 841, 1293, 1339, 1434, 2158, 2306, 3021]"
1103,"[506, 738, 1432, 2121, 3283]"
1104,"[2145, 2732]"
1105,"[852, 1032, 1885, 2196, 2528]"
1106,"[554, 2019, 2220, 2442, 3550]"
1107,"[219, 363, 1292, 1350, 1352, 1393, 2171, 2518, 2961, 3021, 3704]"
1108,"[203, 249, 290, 1147, 1690, 2125, 2129]"
1109,"[1135, 1577, 1708, 2282, 3058, 3283, 3787]"
1110,"[1367, 1842, 1860, 3153]"
1111,"[580, 1025, 1267, 1339, 2282, 3618, 3704]"
1112,"[852, 1644, 2020, 2130, 3416]"
1113,"[802, 1292, 1339, 1359, 2442, 2903, 3021, 3480]"
1114,"[219, 841, 1860, 2961, 3316, 3649]"
1115,"[585, 1032, 2130, 2253, 2942, 3640, 3772]"
1116,"[678, 736, 971, 2071, 2129, 2282, 3528, 3618, 3787]"
1117,"[638, 805, 841, 1434, 1648, 2562, 2910, 3086, 3090, 3283]"
1118,"[249, 337, 889, 906, 1334, 1350, 1367, 1576, 1780, 2129, 2260, 3528, 3618, 3649, 4291]"
1119,"[289, 638, 1420, 2658, 3261, 3618]"
1120,"[766, 1135, 1352, 2129, 3787]"
1121,"[575, 580, 585, 797, 1339, 1573, 1648, 2130, 2196]"
1122,"[1025, 1252, 1292, 1323, 1788, 2130, 2286]"
1123,"[282, 733, 1334, 1780, 2071, 2404, 2442, 2855, 2910]"
1124,"[1155, 1448, 1803, 2442, 3021, 3334, 3480]"
1125,"[239, 554, 1288, 2019, 2086, 2130, 2738, 3787]"
1126,"[905, 1219, 1427, 1916, 2599, 3334]"
1127,"[1025, 1524, 2130, 2282, 2518, 3021, 3120, 3697]"
1128,"[1379, 1788, 1831, 2019, 2164, 2518, 2518, 3021, 3649]"
1129,"[142, 203, 526, 527, 840, 1086, 1339, 2282, 2541, 3334, 3649]"
1130,"[638, 1524, 1573, 2106, 2282, 2306, 2310, 2442, 2523, 2527, 3047]"
1131,"[1339, 1342, 1350, 3021, 3618, 3682]"
1132,"[399, 1945, 3731]"
1133,"[219, 526, 718, 1086, 1573, 1803, 2220, 2442, 2485, 3021, 3334, 3628, 3704]"
1134,"[203, 219, 327, 363, 585, 844, 2327, 3021, 3787]"
1135,"[718, 2019, 2282, 2486, 2658, 3251]"
1136,"[1334, 1379, 1648, 3649]"
1137,"[1522, 1648, 1690, 3021, 3120, 3618, 3650]"
1138,"[816, 1636, 2158]"
1139,"[638, 811, 841, 889, 1367, 1385, 3283, 3618, 4226]"
1140,"[327, 1025]"
1141,"[142, 203, 219, 298, 638, 1088, 1524, 2282, 2306, 2442, 2523, 3116, 3351]"
1142,"[898, 975, 2019, 2127, 2454]"
1143,"[219, 1122, 1252, 1496, 2428, 2523]"
1144,"[12, 112, 298, 876, 980, 1339, 2549, 3021, 3649, 3693]"
1145,"[363, 1108, 1339, 3021, 3107]"
1146,"[363, 889, 1648, 1798, 2019, 3021, 3389, 3649]"
1147,"[363, 840, 1367, 3050]"
1148,"[638, 718, 844, 1155, 1648, 2442, 2523, 2658, 2902]"
1149,"[585, 841, 902, 1350, 1648, 1798, 2196, 3021, 3271, 4226]"
1150,"[142, 203, 526, 527, 1086, 1339, 2282, 2541, 3310, 3334, 3618, 3649]"
1151,"[889, 1147, 1246, 1334, 1648, 2129, 2552]"
1152,"[638, 841, 889, 1155, 1334, 1434, 1648, 2129, 3120, 3618, 3649, 3650]"
1153,"[142, 603, 804, 844, 848, 1885, 2089, 2230, 2647, 3334]"
1154,"[203, 371, 797, 1025, 1029, 2196, 2287, 3304]"
1155,"[840, 841, 889, 1360, 1434, 2129, 2287, 2305, 3086]"
1156,"[35, 439, 580, 638, 898, 1686, 2442]"
1157,"[363, 1155, 1300, 1386, 1648, 2019, 3021, 3649]"
1158,"[12, 35, 902, 2092, 2428, 2541, 3107]"
1159,"[30, 580, 968, 2634, 2634, 3021, 3618, 3799]"
1160,"[203, 603, 1292, 1351, 1847, 2019, 2026, 2282]"
1161,"[142, 1029, 1135, 1252, 2260, 2282, 3618]"
1162,"[1577, 2019, 2087, 3283]"
1163,"[841, 844, 1334, 1360, 1648, 3283, 3618]"
1164,"[1055, 1200, 1267, 1367, 2019, 2220, 2482, 3021, 3093, 3392, 3704, 3787]"
1165,"[32, 203, 483, 521, 580, 585, 1086, 2019, 2106, 2282, 3351, 3460, 3618, 3649]"
1167,"[219, 528, 750, 2902, 2994, 3225]"
1168,"[519, 1025, 1124, 1356, 1648, 2019, 2038, 2196, 2306, 3649]"
1169,"[156, 219, 585, 816, 1648, 2038, 2260, 2277, 2910, 3086, 3283, 3618, 4291]"
1170,"[574, 878, 889, 1659, 2019, 3484, 3704]"
1171,"[142, 219, 527, 718, 1081, 1086, 1108, 1155, 2282, 3310, 3480, 3618]"
1172,[3283]
1173,"[219, 363, 1219, 1292, 1333, 1648, 2459, 3021, 3120, 3480]"
1174,"[363, 718, 1108, 3704]"
1175,"[1242, 1647, 3618]"
1176,"[2019, 3021, 3096, 3649]"
1177,"[1379, 3436]"
1178,"[203, 363, 528, 585, 638, 918, 956, 1648, 2722, 2902, 3021]"
1179,"[142, 1087, 1252]"
1180,"[718, 751, 954, 1087, 2078, 2442]"
1181,"[1379, 2019, 3021, 3649]"
1182,"[519, 1339, 1648, 2130, 3021, 3415]"
1183,"[203, 585, 902, 1648, 2019, 2130, 2196, 2735, 3484, 3567, 3787]"
1184,"[718, 1086, 1339, 1352, 1573, 2442, 2878, 3021, 3480]"
1185,"[35, 2019, 2026, 2220, 3517]"
1186,"[554, 1025, 1648, 2196, 3259, 3415, 3649]"
1187,"[219, 298, 526, 574, 840, 2282, 2442, 3021, 3480, 3649, 3704]"
1188,"[575, 718, 1339, 1379, 2019, 3618, 3787]"
1189,"[751, 3649]"
1190,"[889, 1334, 2129, 3011, 3334, 3649, 3772]"
1191,"[142, 1245, 1339, 2019, 2442, 2523, 3021]"
1192,"[142, 517, 718, 1086, 1227, 2019, 2442, 3300]"
1193,"[575, 718, 1086, 1339, 2019, 2129, 2454, 3086, 3389, 3650]"
1194,"[351, 614, 732, 827, 1690, 4226]"
1195,"[309, 902, 1648, 3567, 3649]"
1196,"[357, 363, 660, 1114, 1360, 2282, 3352, 3460]"
1197,"[1289, 1414, 1977, 3649, 3655]"
1198,"[718, 1013, 1339, 1977, 2019, 3021, 3283]"
1199,"[30, 219, 363, 574, 585, 638, 956, 980, 1147, 2327, 3021, 3021, 3649, 3771]"
1200,"[1106, 1733, 2130, 2196, 2288, 2537]"
1201,"[111, 1350, 1379, 2523, 2994, 3480]"
1202,"[351, 506, 1135, 1573, 1690, 2129, 3096, 3107]"
1203,"[1267, 1367, 2220, 2417, 2527, 3259, 3704]"
1204,"[107, 219, 363, 1577, 3649]"
1205,"[203, 902, 1135, 1339, 2130, 2282, 3021, 3392, 3787]"
1206,"[142, 725, 1339, 1366, 1636, 2106, 2229, 2288, 2312, 2455]"
1207,"[351, 1025, 1648, 2910, 3283]"
1208,"[142, 528, 954, 1108, 1252, 1573, 2220, 2282, 2759, 3021, 3649]"
1209,"[363, 638, 918, 1753, 1798, 2019, 2282, 2523, 2549, 2902, 2995, 3021, 3704]"
1210,"[1032, 1763, 2287, 2306, 2442, 3159, 3259]"
1211,"[203, 638, 889, 1577, 1690, 1780, 2630, 2881, 3283]"
1212,"[363, 889, 1360, 1648, 1732, 3649, 3820]"
1213,"[219, 580, 1087, 1577, 1673, 1707, 2447, 2518, 3021, 3697]"
1214,"[148, 1780, 1798, 2071, 2073, 3021, 3618]"
1215,"[142, 526, 528, 956, 1086, 1339, 2078, 2442, 2880]"
1216,"[857, 1782, 1890, 2454, 3787]"
1217,"[374, 574, 1155, 1227, 1323, 1339, 2523, 2550, 3021, 3093]"
1218,"[386, 590, 718, 844, 1139, 1638, 2130, 2260, 2277]"
1219,"[363, 638, 718, 902, 1200, 1267, 1648, 1727, 2019, 2078, 2523, 3021, 3704]"
1220,"[1292, 2454, 3523]"
1344,"[2270, 2454, 2459, 2591, 2961, 3021, 3461, 3636, 3787]"
1345,"[374, 1424, 1651, 2270, 2282, 2385, 4461]"
1346,"[1088, 3009]"
1347,"[585, 1086, 1813, 2019, 2358, 2442, 2591, 2658, 3063]"
1348,"[363, 363, 921, 1619, 1619, 3021, 3077, 3271, 4462, 4463]"
1349,"[374, 1755, 2976, 3649, 4464, 4465]"
1350,"[2019, 2038, 3334, 3640, 3813]"
1351,"[112, 219, 1367, 2881, 3021, 3618]"
1352,"[1367, 2038, 2157, 2288]"
1353,"[35, 351, 575, 889, 949, 1135, 1367, 1690, 3649]"
1354,"[207, 781, 1032, 1367, 1648, 2019, 3021, 3271]"
1356,"[1648, 2277, 2323, 2391, 3063, 3070, 3618, 4466]"
1359,"[3021, 3118, 3649, 4489]"
1360,"[1249, 1619, 1684, 1684, 2220, 2253, 4489, 4489]"
1361,"[126, 720, 1249, 2220, 3021, 3595, 4489]"
1366,"[374, 1276, 2270]"
1372,"[126, 768, 1249, 3021, 3595, 3618, 3636, 3649, 4489]"
1375,"[236, 374, 704, 1081, 1088, 1259, 2019, 2270, 2282, 3021, 3393, 3461, 3618]"
1376,"[196, 363, 2282, 3021, 4470]"
1377,"[765, 905, 1141, 2270, 2442, 2881, 3334, 4471]"
1378,"[766, 1025, 2270, 2323, 2442, 2961, 3334, 3649]"
1379,"[1350, 1393, 1780, 2442, 2459, 3697]"
1380,"[1357, 2910, 3334, 3618]"
1381,"[1025, 1088, 2270, 2282, 2442, 3461, 3703, 4473]"
1382,"[220, 2270, 2518, 4290]"
1383,"[351, 1352, 3021, 3313, 4473]"
1384,"[1087, 1352, 1688, 2270, 3015, 4500]"
1385,"[127, 766, 1098, 2282, 2454, 3021, 4500]"
1387,"[127, 2738, 3346, 4474]"
1389,"[967, 1032, 1082, 2270, 2323, 2442, 3813]"
1390,"[1032, 1088, 2019, 3813]"
1391,"[1088, 2019, 2338, 3813]"
1392,"[1593, 1780, 2071, 2246]"
1393,"[219, 236, 386, 580, 1088, 1745, 2027, 2270, 2323, 2442, 3021]"
1394,"[351, 732, 2270, 2435, 2449, 4216]"
1395,"[1554, 2323, 2435, 3070, 3640]"
1396,"[1086, 2270, 2442, 2738, 2881]"
1397,"[47, 2019, 2270, 2442, 3787]"
1398,"[1780, 2454, 3643, 3813]"
1399,"[219, 732, 1593, 3283, 3334, 3643]"
1400,"[590, 2246, 3271, 3334, 3636, 3787]"
1401,"[1780, 2071, 2073, 2518, 3021, 3618]"
1408,"[30, 374, 374, 1199, 1767, 1767, 2046, 2426, 3021, 3334, 3334, 3595, 3595, 4421]"
1409,"[374, 889, 1767, 2327, 3021, 3334, 3595]"
1410,"[35, 249, 374, 374, 496, 782, 792, 921, 1755, 1755, 3334, 3334, 3567, 3595, 3595, 3604, 4475]"
1411,"[738, 1755, 1767, 2627, 3118, 3329, 3334]"
1415,"[127, 202, 236, 2442, 3640]"
1423,"[2781, 3895]"
1424,"[3663, 3895]"
1425,"[3514, 3895]"
1426,"[30, 126, 2327, 3021, 3334, 3595, 3618]"
1427,"[30, 125, 1696, 2327, 3021, 3334, 3618]"
1428,"[326, 374, 2327]"
1429,[2350]
1432,"[203, 638, 651, 889, 956, 980, 1573, 1814, 2282, 2287, 3021, 3618]"
1436,"[6, 2560]"
